Word,Frequency
রাল্ফ,12
উৎসবটির,10
জেহাদ,12
ক্যাশিয়ার,11
ফাদার্স,11
খামতি,12
ক্রিড,12
বেহল,11
মোতিচুর,10
তুলসি,11
কাহিনীকে,11
তালপাড়ে,11
প্রেরণে,10
সিদ্ধি,10
স্বভাবসিদ্ধ,11
জাকী,10
ফোঁটা,10
ভাবেও,10
রাজাদের,12
ধ্বনির,12
কমাবার,12
সফলভাবেই,10
ফিচারিং,11
জনাথান,11
ডেলি,12
বিজ্ঞাপনচিত্রটির,11
বাজবে,12
মদে,11
জিএসটি,11
ডিজিটালে,11
হাটলেন,12
হ্যাল,10
উটকো,11
চালাবার,10
মমর,10
মহাকবি,10
ইরানিয়ান,11
ওয়ার্ল্ডস,11
ওভারকাম,12
ব্রেভ,12
সানীর,10
পিটসবার্গ,12
ডোয়েইন,12
পণবন্দী,12
ইনক্রেডিবল্স,12
জুহু,11
সাঙ্গে,10
এলায়েন্স,11
চিরদিনই,10
আইয়ে,12
কোরাইয়া,12
জড়াননি,12
উকি,10
রিসেপশনের,12
মশকরা,12
শরীয়তপুরে,10
২৩৩টি,11
কিপ,10
পায়ো,10
সেলেব্রিটি,10
চেষ্ট,10
দেহরক্ষীকে,11
মেরেও,11
হিসেবটা,11
অর্জনও,10
নৃত্যশিল্পীর,12
রিংস,12
তফাত,12
কার্স,12
বাউন্সারের,11
হাদিদ,11
সুপারমডেল,11
অনাহুত,11
মডেলকে,12
অ্যাডেল,10
খবরটির,11
পার্কার,12
গীটারে,12
রাজেস,11
সামী,12
রূপু,10
মদনের,10
তির্যক,12
রসিকতার,10
কাঙাল,12
মার্সেলের,12
কণ্ঠও,10
গেছ,12
গানগুলোও,10
হতাশই,11
২০মিনিটে,12
বর্ণালী,11
কর্মপরিবেশ,11
পালকি,11
শিল্পি,11
ক্লাসিক্যাল,10
কথাচিত্রের,10
ঘনিষ্ঠরা,12
ইন্টারভিউয়ের,11
ভুলিনি,10
সার্চে,12
জাসলিন,10
ছায়ানট,12
হাদীর,10
নীতেশ,12
তিওয়ারির,10
লিয়া,11
নেয়োমি,10
উৎসবেও,11
বিষয়গুলোই,10
মটি,11
বোধের,12
জোনাকী,11
আবৃত্তিকার,11
রিভসের,10
রদ্রিগেজের,10
ডিনা,11
মুরাদকে,10
ডায়মন্ডের,10
সংস,11
রোগও,12
জনার,12
রাব্বিকীন,10
পক্ষপাতের,10
নির্বোধ,10
কাপুরদের,11
ভয়েই,11
পাবলিকেশন্স,10
এখনতো,10
আজমীর,11
ঈশ,12
বিশিষ্টজনেরা,12
উপন্যাসটির,12
পাবলিকেশন,11
প্রকাশন,11
বাবুই,12
অন্ততঃ,10
মেলানি,10
বিশ্বখ্যাতি,11
েম্বর,11
কথামালায়,10
লজিক,10
জীবনমুখী,11
আন্দোলিত,10
শিয়াল,10
নাস্তিকের,10
আঁকেন,11
দ্বিধার,10
রামেশ্বর,10
মোটিভেশনাল,12
রুকসানা,11
ব্যস্ততাও,12
পুরকৌশল,10
প্রধানবৃন্দ,11
নোমানকে,10
কষ্টও,11
বাক্যটি,12
পত্নীর,11
লেহেঙ্গা,11
কমতেই,10
দাশগুপ্তের,12
ঝরান,10
ভৈরবে,11
র্বক,12
পুজি,12
ধনকুবেরের,11
গ্রাফিক,12
আনন্দমেলায়,11
ডায়েটে,10
চিত্রতারকাকে,11
অদ্ভুদ,12
ট্রোলিংয়ের,11
ফেমাস,11
লোভাটো,10
টেনেসির,12
ব্যালকনি,11
দ্বৈতকণ্ঠে,10
শ্রোতামহলে,10
সংস্কৃতিবিষয়ক,12
খুঁজবে,10
খুঁজেও,11
করাতেও,10
পানাম,11
একাংশকে,12
খুরানার,12
যোগব্যায়াম,11
কর্মচারির,11
কর্মপরিকল্পনায়,11
রই,10
স্লামডগ,11
আয়ত্ত,10
দিলি,10
তাপসি,10
ওজনও,10
সবসময়েই,10
সিকুয়েলটি,10
মনজোত,10
জাগিয়েছেন,10
কারটি,11
ভীষন,12
গানচিত্র,10
সিক্যুয়েলের,11
প্ল্যাটফর্মগুলোকে,11
সাজুর,10
পূর্নাঙ্গ,10
বাধাহীন,12
সেটও,12
অনুরাগকে,11
মানুষদেরও,10
গৃহবধু,10
অ্যালবামগুলো,10
চরিত্রেও,11
২০টা,11
পো,12
আইজাক,10
টুর,10
এবিসিডি,11
খাওয়ান,11
বাঁধিয়ে,12
পায়ে,12
ক্রাচ,10
গীতাঞ্জলী,12
কাবি,11
দ্বিবেদী,10
রাগিনী,10
ভাস্কর্যটির,10
রোজিনার,12
চামান,10
শারিব,10
মাসটা,12
মোনিকা,12
পাহবা,10
গন,10
কুলহারি,10
সাইকোলজিকাল,11
তালাকপ্রাপ্ত,11
কুকার,11
ভ্যাকুয়াম,10
চালচিত্র,10
সবিস্তারে,10
সিরিয়,12
কর্নিয়ার,12
কাঁকন,11
রকমারী,11
বিশ্বাসসহ,12
ওলিজা,10
উল্টা,11
অরো,10
উইজার্ড,10
সাইক্লিস্ট,12
কেঁদেছেন,11
কার্পেটের,12
এলিফেন্টস,12
চুজি,10
থরের,10
এইজ,11
আদুরে,10
লক্ষ্মীর,10
ট্রাস্টে,10
শিশুসুলভ,12
সম্ভারে,11
শিডিউলের,12
টুডেকে,10
একলাখ,10
ক্যামো,12
বিস্টস,12
ক্রাইমস,10
টারজান,11
মানতাসা,10
সামিহা,10
প্রার্থীকেই,11
এলিমেন্টারি,12
মন্ত্রমুগ্ধ,12
ম্যানসন,11
অদ্ভুতভাবে,12
ডায়েস,12
আবহসঙ্গীত,11
অস্ত্রহাতে,11
ক্রিমের,10
স্মৃতিই,11
সারেগামাপা,12
সংগীতাঙ্গনে,11
ভুগবে,12
ইস্যুতেই,12
ওয়ারিনা,11
পীড়িত,11
ম্রুনাল,11
প্রীতিকে,10
দেবগণকে,11
টুইঙ্কলের,10
নম্রতা,10
প্রযোজন,12
ঝুম,10
খুচরো,12
বখাটের,10
তামা,12
নকশি,10
প্রচেষ্টায়,12
হোসেইনের,10
কাপড়গুলো,11
দুধে,10
খলনায়িকা,12
সংগীতানুষ্ঠান,12
কৃঞ্চ,10
অর্থসংকটে,10
শর্তারোপ,12
নভেরা,10
কৈশোরের,10
ডিজনির,11
ক্লান্তিকর,10
ব্যক্তিজীবনের,11
অ্যালি,10
পঞ্চমের,11
খরচাপাতির,10
নেয়ামূল,11
কৃতাঞ্জলি,12
প্রকাশনায়,11
লুটকেস,10
সখি,12
সোলজার,11
শটটা,10
অপেক্ষাই,10
ভাবায়,10
মিস্,10
হেসেছিল,11
মুহূর্তটা,12
মহলেও,11
আল্লু,10
ঐশ্বর্যার,10
নন্দিনীর,10
মাধ্যমও,11
গুড্ডু,12
ঊষার,10
কাইট,10
দাসীর,10
ডেনিম,11
ডানকার্ক,12
পরীমণির,12
নানাদিক,10
কাপাডিয়া,12
বেদ,12
জেম,10
ইন্সটাগ্রামের,11
গায়েই,12
প্রতিবেদকদের,11
বাহুবালী,11
পাত,11
যোধপুরে,12
ষষ্ঠবার,12
এনিমেশন,12
মিমাংসা,10
পান্তা,12
তারুণ্যে,10
মারকাটারি,12
বোলারে,12
অনিলের,12
স্যুস,11
উপল,12
বেওয়াচ,11
রেবেল,10
প্রাণপুরুষ,10
আইনসম্মত,12
নিভৃত,11
ডাব্লিউ,11
উল্কার,12
মাধ্যে,10
ছাইয়ের,12
শিডিউলে,12
নদ্দিউ,10
তন্ত্র,10
চারদিকের,11
চৈতালী,11
গডজিলা,11
জীবজন্তু,11
বারটি,12
বিইং,12
হচ্ছ,10
ভাঙ্গাতে,10
মাখামাখি,11
বিশের,11
রজিত,10
মুনসী,11
সান্যাল,12
ভারতীর,12
০৫মিনিটে,12
শহীদকে,10
পিকনিকের,11
পাখিরা,10
ফ্র্যাঞ্চাইজ,11
কাজগুলোও,10
রোগমুক্ত,12
ন্যাপকিন,12
জনমানবহীন,11
পুলিস,12
শাহির,11
আল্লাহতায়ালার,12
দেখাত,11
ইনডিপেন্ডেন্ট,10
শ্রাবনী,12
বাচসাসের,10
পরোটা,11
িচত্র,10
ফেইম,10
আনন্দও,12
ঘামাতে,10
রনী,11
রানীকে,10
আনাগোনায়,10
সমাঝোতা,11
মুম্বাইয়ের,12
ট্যুইটার,12
ফ্যাশনে,11
স্যানেটারি,10
জুনই,10
হপ,12
গেছো,10
ডার্ন,11
রিবুট,12
কুশীলব,12
দেবেন্দ্রনাথ,11
দেখাবার,11
ঝুঁকিপ,10
মাতলেন,10
কাননের,10
রাজকে,12
বাথটাবে,11
ধড়ক,10
টেরই,11
ডাকলেন,10
নরক,10
ফারহাদ,10
স্পিয়ার্স,10
দৌড়ান,10
জীবনেরই,10
নিঃস্বার্থভাবে,11
পাটনায়,11
একাকীত্বের,10
নিঃসঙ্গতা,12
ভিসেরা,11
শতাংশকে,12
বিমোহিত,11
বিগল,10
ড়ান্তভাবে,11
ছুট,12
বাসটিকে,10
ভুবনের,11
ওঝার,10
জল্পনায়,10
সাজের,10
মোদীও,10
বন্দ্যোপাধ্যায়ও,12
ঘুমান,12
বসিরহাটের,10
অ্যাসিস্টেন্ট,12
কাহিনীচিত্র,11
৭০টিরও,10
ঘৃণাভরে,12
মেজবা,11
পরকাল,11
ট্রেন্ডে,10
ভূস্বর্গ,11
অ্যাকশনধর্মী,10
ক্যামেরাবন্দী,11
পোষ্টে,10
বাহল,10
মাধু,12
ভয়ই,10
স্যর,10
নায়ক,10
রিয়াদ,10
গৃহপরিচারিকা,11
পালকে,11
গোলাপের,12
আমাজান,10
অভিযাত্রায়,12
ওহি,11
পাজামা,12
জাম্বিয়ার,11
অ্যাড্রেস,11
শিহরিত,11
গেটআপ,10
শর্টকাট,12
ডেভিডের,11
কনারি,11
গ্যায়া,11
টেলিভিশনেও,12
ফোটার,12
জেনেলিয়া,12
কৌর,12
নিছকই,10
তারিখেও,10
সিডাক,11
করাবো,10
দেবগনের,11
লখনউতে,12
ভাসাচ্ছেন,10
আল্পস,10
গ্রান্ডে,11
পলা,12
উৎসবও,12
সেচ্ছায়,12
জোরেশোরেই,12
পিতৃত্বের,10
কনটেইনমেন্ট,12
কার্ফু,10
কহিনুর,10
মিলিয়েছিলেন,11
ফেলেই,11
বুঝলে,10
মধ্যের,12
আশ্বস্থ,10
নিরবকে,12
ঢেলেছেন,11
বোনই,10
মোশনরক,11
সঙ্গের,11
ছয়দিনের,10
সাইম,11
ডেলটা,11
পুরস্কারটা,11
ঘণ্টাতেই,11
টাউনকে,11
জাভেদকে,10
ফ্যাশান,12
প্রিন্টেড,12
দূরত্বকে,12
অতিথিসহ,11
টিমওয়ার্ক,12
অবলা,11
জলঘোলা,10
জলজ্যান্ত,10
ক্যাসেট,11
অভিনেত্রীটিকে,11
মনিকর্ণিকা,10
এলএসির,11
কার্যকারী,11
স্যুভেনির,11
আলোড়িত,12
যেনে,10
ঘটকের,10
ঠোঁট,10
ন্যানসির,12
দুরের,10
গ্রিফিথ,10
মিস্ট্রি,10
রায়া,10
বিভিন্নজনকে,12
বাবলি,12
প্রবঞ্চনা,11
শিবদাসানি,11
শাজা,11
মোরানির,12
চালাকি,11
বধাই,12
প্রাপকের,10
তহবিলেও,10
অন্দরমহল,12
মহরতের,11
অ্যানড্রু,10
সৌন্দর্যকে,10
ভিন্নমাত্রা,10
চান্দেল,11
সেলিব্রেশন,11
কাটাতেই,12
সিঙ্গাপুরেই,12
গার্নার,10
ফর্বস,10
ভর্তা,11
ব্যাকগ্রাউন্ডে,12
দলগুলোতে,12
ফানি,10
ফারজানার,10
রূপান্তরকামী,12
চাকুরে,12
আনন্দমুখর,10
এক্সিবিশন,11
জ্যাকো,10
বেসিনে,10
অভিষেকও,11
ফেন্টি,12
উদ্যেগ,12
চর্চাটা,10
পোখরান,11
ভূগর্ভে,10
পরিচিতদের,12
উসুল,11
ইন্দ্র,10
সচদেব,11
নিশান্ত,12
গণিতবিদ,10
মাথুর,10
সুব্রামানিয়াম,12
গর্ভধারণের,12
নিরোধক,11
জানাও,11
শুভমিতা,12
তুলিতে,10
টুঙ্গীপাড়া,11
নচিকেতা,10
ফাইরুজ,11
বৃদ্ধাশ্রমের,10
দমদম,12
মেলিসা,12
ম্যাকার্থি,10
গ্যাল,10
আরিশা,11
স্পাইডারম্যান,12
দেখারও,12
ইন্সট্রুমেন্ট,10
বালানের,12
শরমন,10
জয়ন্তীর,10
মাইনা,10
হবি,10
নীলগিরি,10
উচ্চাশা,10
সমরজিৎ,12
ধ্রুপদী,12
পুনর্জন্ম,12
ইজতেমায়,12
সাংবাদ,11
দুর্বিপাকে,12
মোরা,12
রূপায়ন,10
কৃপণ,12
উপকরণও,10
প্রত্মতাত্তি,11
চিরকুটের,12
মাশরাফী,11
দিনটাই,10
রোসা,10
কোরি,12
নিধি,10
উইকেন্ড,10
সাদিককে,11
মনোনয়নও,10
আঁকি,12
অস্তমিত,10
মাদ্রাসাসহ,11
গিরিশ,12
স্বাস্থ্যবিধিও,10
রিসালাত,11
মুমু,12
থলে,11
পোশাকটি,11
শুধরাতে,10
বান্দ্রা,12
সৎভাবে,10
প্রাসঙ্গিকতা,11
জাসসি,10
দুদলই,10
ফিমেল,12
অকুন্ঠ,11
রাজনের,10
বিপর্যয়,12
আলোড়ন,10
বসুনীয়া,11
ঘটতেই,11
সংগঠনগুলির,10
থাইয়ের,10
নোরাকে,10
পরিনতি,12
হেমায়েতপুরের,10
নসু,10
হটাৎই,12
রিডার,11
অংশীদারিত্বে,12
প্রতিনিধিগণ,12
তুলির,11
আপসের,10
দেহরক্ষীদের,10
বাঁশির,11
সুনয়না,11
ভুলিয়া,11
সম্ভবও,11
চিরসবুজ,11
দেবতার,12
বাধাতে,10
ওয়াটারগেট,10
পর্নস্টার,12
রামবিলাস,10
সোনাল,11
জীবনেরও,11
কমিউনিকেশনের,12
নামটিই,10
তেন,11
হিয়ারিং,10
উক্তির,10
হেডকোয়ার্টার,10
লরেন্সের,10
বাগানবাড়িতে,10
একি,12
হুলুস্থুল,11
হাটুর,12
বাদামি,12
এখতিয়ারের,10
জকিগঞ্জ,10
খেয়ে,11
ভর্তিও,11
ঢালিউডে,10
প্রত্যাশাকে,11
দেখত,11
সম্মানটা,10
জ্বলবে,12
জুতোর,11
ঘটিয়েছিলেন,11
চারণ,11
মাসকাটে,10
শিশুরাই,11
এমএলএ,11
ট্রিগার,10
টেপে,10
এস্কেপ,11
পপিন্স,10
কার্লোসের,12
ফুলকি,11
সহযোগিতাই,12
ব্লাইন্ড,12
পেজটি,10
ইঞ্জিনিয়ারদের,10
গুলশানস্থ,10
কল্পে,11
মানবসেবায়,10
সবকিছুরই,12
প্রভুর,11
দূর্ঘটনার,12
সর্বচ্চো,10
ঘুরিয়েছে,10
রুবেলও,10
১০১৬,10
আয়েই,10
যতীন,12
শিগগরিই,12
কোম্পানীগঞ্জে,10
মাঝামাঝির,12
ওয়ার২,10
তুলনাই,10
মদীনায়,12
ওমাঙ,12
অর্থসাহায্য,11
অমৃত,11
স্নেহের,11
ফেইল,11
গয়নার,10
মহত্ব,10
তল,10
উচ্চস্তরের,10
চিরকালীন,10
শ্রেষ্ঠতম,11
ভ্রমর,11
ওবেরয়ের,11
চাইতেই,12
অ্যাকশান,12
অজন্তা,12
গলেছে,10
গোসলের,12
ঘটলেই,11
রেপ্লিকা,12
বিরুদ্ধাচরণ,10
শোনাবেন,11
গলেনি,12
মিশ্রার,11
ভালোলেগেছে,11
আজি,10
ওয়াক্তের,11
হারাবো,11
কনর,11
দীপনের,12
পুষ্পিতা,11
ক্যান্টিনে,11
মার্কেটিংয়ের,10
০০২,10
০০১,12
দর্শকদেরকে,12
উসমানিয়া,11
মনিটরে,11
এরতুগ্রুলকে,10
প্রায়শই,11
ভিন্নধারার,11
অদ্বিতীয়,10
নীতুর,10
মেলো,11
মন্টানা,12
দুর্র্ধষ,11
এমিনেম,10
লোরেনজো,10
সোহরাবের,11
নবদম্পতিকে,11
নেহালের,10
নাসিফ,10
করিস,11
সখীপুরে,10
সংশোধনাগারে,12
বিউটির,10
শুনতেই,12
রিমু,11
লেখকরা,11
কিনি,10
তারিখটা,10
ক্ষ্যাপাটে,12
শোধরাতে,10
উপমহাদেশীয়,12
আসনগুলো,11
ইস্টউড,11
অ্যাকাউন্টও,12
তাজরীন,11
ঘোমটা,10
অগ্রীম,11
লিয়নের,11
মজাও,11
ট্রিবিউট,10
বুকেও,12
মাতবে,10
ওয়াল্টন,12
বায়োস্কোপে,10
আদীব,11
মেছো,12
ভেঙ্কটেশ,10
আর্কিটেকচার,11
তথ্যচিত্রে,11
শিরায়,11
সালিশী,10
ইকুইটি,11
বধূর,12
অমিকন,11
পর্বগুলো,10
ডিজেনারেস,11
ন্ড,11
শেক্সপিয়ারের,11
বয়েস,11
জায়গাটিকে,12
জোছনার,10
বিহ্বল,11
ফারশাদ,10
প্রতিদ্বন্দ্বিতাও,10
সেনায়,11
দ্বৈতভাবে,10
ভার্সিটির,11
রোমেল,11
টেরোরিজমের,11
তমার,10
উল্ফ,11
এইডসের,12
নাছোড়বান্দা,12
এলভিস,10
ডোমেইন,11
নামদেব,11
বিটলস,11
ধীরাজ,11
েছ,12
রাঁচির,12
পেয়ারে,10
পাটিল,12
আইজাজ,10
গডসে,10
দোস্তি,12
ভিকে,12
কেলকার,12
উপরোল্লিখিত,10
জ্বেলে,10
গেয়েছেন,12
মিত,11
ভদকা,12
আচরণই,11
শওকতের,12
দাদীর,12
লাউড,11
বাঁয়ে,10
জটিলতর,10
দাস্তুর,12
উম্মাদনা,10
দোতারা,11
উচ্ছ্বাসিত,12
প্রয়োজনই,12
সঙ্ঘের,11
মিলেও,10
স্যান্ডবার্গ,10
আরোহন,10
অল্পদিনের,10
বৃদ্ধাদের,10
মঙ্গেশ,12
হ্যামার,11
বিশ্বজিত,12
সেগাল,12
চৌহানের,12
কাহিঁ,10
আন্ডারওয়ার্ল্ডের,10
খারবান্দা,12
পারমার,10
বসরা,12
গুরপ্রীত,12
জয়ন্তিলাল,10
গাড়া,10
প্রথমজন,12
ডিস্টার্ব,10
মুহুরীর,11
কীটনাশকের,10
স্বর্ণযুগের,10
সমভাবে,12
ভুলবেন,10
সংশপ্তক,11
খেলাটিকে,12
খেলাটিতে,11
গুরজার,10
শ্যামনগরের,11
শ্বেতার,12
বিজ্ঞাপনচিত্রটি,10
প্রকাশেরও,11
হিন্দুত্ববাদীরা,10
প্রসেনজিত,12
শংকরের,10
স্কেচ,10
গড়নের,11
গানগুলি,10
কাটাবে,11
শাহিনবাগের,11
রাইডের,12
হাজিরার,10
জকি,11
করিনার,10
আদলেই,10
কথাটাই,11
ক্রীতদাস,11
থানে,10
সোনাম,12
নেতৃবৃন্দরা,11
শাপলার,10
আল্লাহই,10
যাজকের,10
শোকসভায়,11
টুইটও,12
বহুদূরে,10
পতিতা,11
পন্ডিতের,12
অনন্তনাগে,12
অঙ্গণের,12
রুমকি,11
মূ,12
লোধি,11
১৫মিনিটে,11
দিহান,12
অনুবাদে,10
নিউজিল্যান্ডসহ,11
মিত্রকে,10
টমের,10
ক্রুজকে,10
সামদানি,10
সুলেমানের,12
কোসেম,12
আনাস্তাসিয়া,12
ঢুলি,11
লানা,10
বিভীষিকা,10
কেড়েছে,11
পদার্পন,11
আঘাতও,10
জড়ায়নি,10
ষড়ঋতুর,10
যাইও,10
পেরোনো,11
জীবনযুদ্ধে,10
ইভেন্টসের,12
এফডিসিবি,12
শিখেন,10
সঞ্চয়ী,10
চিলড্রেনস,11
বৈজু,10
পাতাও,12
ভাইকেও,10
গনেশ,11
ইটালিতে,12
তেনজিন,12
টনিয়া,11
এসবও,10
সুরভিন,10
খবরেই,12
মুন্সিরহাট,10
চারদলীয়,10
চাপাবাজ,12
উচুঁ,11
ইলান,10
ঘাড়ে,11
ডিড,10
শিল্পীসহ,11
সেটাকেও,10
ইন্টারে,10
জাবাবে,12
গ্রন্থটির,10
গোস্বামীর,11
বিজয়ীকে,12
কাকু,10
নওশিন,10
আটকাতেই,10
ক্রাচের,12
নিত্যপুরাণ,11
রহমতুল্লাহর,11
দৃষ্টির,11
মুখটি,11
পেড্রো,11
ব্রিজেস,11
অ্যাসাসিন,10
পরশুরাম,11
শয়তানকে,10
শটস,10
সার্কাসে,11
কাজান,12
পরলোকগমন,10
ফলাতে,10
শর্টফিল্মে,11
পরীমনির,10
রিনি,11
সন্তানেরও,10
মঞ্জিল,12
জাসুস,11
শিশুসাহিত্য,12
ডটনেট,11
অন্বেষণের,10
তমিজ,11
ঝাড়খন্ডের,12
সর্দিকাশি,10
ট্রাক্টরের,12
বলদ,12
কেনারও,10
চন্দ্রবাবু,11
বিদায়ও,12
সিতারা,10
ধনবাড়ী,12
সিঙ্গাইরে,12
আন্দোলনও,10
অকশনে,11
রাতুলের,10
দেশাত্ববোধক,11
ঝলকে,11
সীতার,12
পাঠায়নি,11
পারবোনা,10
ফাইনালি,10
রোদেলা,10
উত্তরই,12
মাকেও,12
দাঁড়িয়েছেন,11
ইনভেসিভ,11
নিকাশের,11
করোনামুক্তির,12
ম্যানহাটন,11
াবধান,12
সমু,10
ঈর্ষান্বিত,11
মণিপুরের,12
পুষ্টিগুণ,10
প্রশান্তির,10
দাদাকে,11
রিয়ানার,12
পার্টনার্স,10
কবরস্থ,12
৬দিন,12
সত্যজিত,11
রয়্যালিটি,10
জাহারা,11
ব্যক্তিগণ,11
পুষ্মী,10
বছরেরই,12
পরোয়ানাও,12
জেনেশুনেই,11
কভারেজ,12
রসে,12
ক্যামেলিয়া,12
যন্ত্রনায়,11
প্রথমবারে,11
করেনার,12
এষা,10
মাথাতেই,12
স্মৃতিচিহ্ন,11
অনেকসময়,12
ক্যাডারদের,12
রুবিন,10
মাঝেমাঝে,12
গোঁজার,12
বেনেগালের,11
প্রোজেক্ট,11
পাওয়াকে,12
স্বত,10
পুরস্কারই,10
টানেই,12
শাসনাধীন,11
সীমান্তরেখা,10
পাওয়েলের,12
খেতাবপ্রাপ্ত,10
মুকেশের,10
ধাঁধায়,11
বিগড়ে,11
ভঙ্গে,10
হুং,10
অন্যসবার,10
দুর্দিনের,12
চিত্রাংকন,10
তীর্থস্থান,10
সম্মিলন,10
আন্দ্রেই,11
ভারসাম্যহীনতা,10
চ্যাস্টেইন,10
রেহানের,10
সেন্টিমেন্টাল,11
স্যান্ড,12
তুরঙ্গমীর,11
ফ্রাঁ,12
রাস্তায়ও,10
ওয়াজিদের,11
বঙ্গে,11
আশীর্বাদের,11
আগাতে,12
খাদি,10
বহির্বিশ্ব,11
সিঙ্গাপুরসহ,12
মুসলিমা,11
নামডাক,11
বড়ুয়াসহ,12
জড়াচ্ছেন,11
সীদ্ধান্ত,11
অনুসারেই,11
ফারাজের,10
এমিনি,10
শাহিনবাগে,12
কড়াভাবে,11
ম্যাপের,10
রাস্তাসহ,11
সন্ত্রাসমুক্ত,10
জন্মস্থানে,11
সিডিউলে,11
ধাবমান,10
হুই,11
ব্রাইডাল,11
ড়া,10
কোনোটিরই,11
মনতোষ,10
৮০টির,10
চলবো,11
সোসাইটিজ,10
মেলবন্ধনে,12
রাজিবুল,11
রক্ষাকর্তা,11
পোশাকেই,10
রক্ষাকারীরা,10
লাহিড়ী,11
পাইলটবিহীন,12
রূপবান,11
রাস্তাগুলোতে,10
ফেড,11
লিওর,12
খে,10
দিবসেই,12
বদান্যতায়,11
শিরান,12
ইনস্ট্রুমেন্ট,11
শেষার্ধে,11
অর্থকড়ি,10
বহুকাল,10
সমাগমের,11
কালীপূজা,11
আরাফাতকে,12
আল্লা,12
মাহবুবউল,11
আনসাঙ,10
তাইমুর,11
অফলাইন,12
অনলি,12
কুনিস,10
জোশির,12
মুসকান,10
রাজত্বের,12
মোহে,11
এয়ারটেলের,10
ট্যাব,10
প্যাকের,11
ঘন্টারও,10
এনগেজমেন্ট,11
হাইডি,10
ফাউন্ডেশনটি,12
বুসান,12
রেজিমেন্টে,11
২১জন,12
নিম্নে,12
কলসি,12
আসানসোল,11
উইমেনস,12
নূহাশ,10
ধোলাই,10
বায়িং,12
লরেন্ট,10
দালানে,10
অনুরক্ত,12
বিকার,10
রুসলান,11
মেহেরুন,12
প্রফেশনালস,11
আর্শীবাদ,10
রাখলাম,11
প্রেমই,10
টোই,11
এইসময়,11
বাঙালিরা,11
প্রথমভাগে,12
ফাটলের,10
ভারসোভা,12
দাবদাহে,12
দুবাইভিত্তিক,10
নাজনিন,10
ট্র্যাপ,11
পাওনাদার,11
ঘটনারও,11
একঝাক,10
রাত্রিযাপন,12
পলকেই,10
মারজানের,12
১৪২৫,11
জাগতিক,11
স্কার্সগার্ড,11
অরিজিনালস,10
কর্তনে,11
কথাচিত্র,12
মিঠুসহ,10
আসমান,10
দুরত্বের,12
এরিন,10
আনয়নের,10
অসুবিধে,10
ম্যাসেজের,11
খেলাপিদের,10
হটস্টার,10
খুদা,10
অবিশ,11
ফ্ল্যাটও,10
রবে,10
পুনর্মিলনের,11
মাইজদীতে,10
কেসের,10
রিসোর্টগুলো,12
বন্যপ্রাণীদের,12
বাস্তুতন্ত্রের,10
রায়ই,11
ক্লিপটি,12
রোজারিওর,12
প্রতিপত্তি,11
ততক্ষনে,11
প্রদা,10
গুরগাঁও,10
আঁকতে,10
মেঁ,12
জন্য়,10
জুনায়েদের,12
মদ্যপানের,10
কর্মফল,11
পেছাবে,11
ভাষাভিত্তিক,10
সংস্করণটি,11
পাঙ্কু,12
আবহমান,12
সহমর্মী,10
হামিদকে,10
প্রে,11
প্যাটার্ন,10
উত্তাপে,12
সম্মাননার,11
প্রেডিকশন,10
শ্রাবণ্য,10
বিশ্বকাপসহ,11
পারপাস,11
সাইয়ের,11
অ্যাগেইন,12
বিচারেই,12
বাজতে,11
মোরগের,10
জুবায়েরের,10
আম্বালা,12
আস্থানা,10
থাপ্পড়ের,11
বিজু,10
দেবাশিস,11
শীর্ষস্থানটি,10
তামিলনাড়ুর,11
ইফতারিতে,11
মোখতার,10
ঘামের,12
এরাবিয়ান,10
শার্ক,12
সাকার,12
হেলা,10
মহাবিশ্বে,10
লিডার্স,11
থাম,10
জ্বালানীর,10
ওসমানীয়,11
খাবারগুলো,10
এমিনে,10
দর্শকপ্রিয়তার,10
এটিভি,11
চিকো,12
ক্যাটি,11
মুসলিমরাই,11
বৈরাগী,11
ফুলার,12
বেরও,10
দেবশ্রী,12
ফুলবাড়ি,10
অ্যাপগুলো,12
স্বর্ণযুগ,12
য়ারী,10
নিরেট,12
অসামঞ্জস্যতা,12
উপরি,12
টিনএজ,12
বার্নেট,11
সন্দিগ্ধ,10
ড্রাইভারদের,12
মাসির,10
দোকান,12
বন্ধ্যা,12
য়োয়াকিন,12
টনীতির,11
সুং,12
জনপদকে,10
চাহি,11
দ্বিচারিতা,10
কুঁচকে,10
ওঁরা,12
শর্তেই,11
অফিশিয়ালি,12
পাটেকার,11
সত্ত্ব,10
এভান্স,10
আত্মজীবনীর,11
শিরোনামও,12
শোলে,12
হাজেনের,11
স্মৃতিময়,12
লেসলি,11
বিষিয়ে,10
নিদ্রায়,10
মিলাতে,11
শ্বাসপ্রশ্বাস,11
তাইফুর,12
দুবাইসহ,12
রাজবাড়িতে,10
জনকল্যাণ,12
ফর্টিনাইন,11
জ্যাজ,11
চাচী,10
প্রিমা,12
ওসমানকে,10
বয়েজের,10
চিল,11
এরমধ্য,11
সয়েল,11
প্রশ্নেরও,10
বোঝালেন,10
মিরান্ডা,10
যাত্রাকে,10
ভোপালে,12
একেকবার,11
পুদুচেরি,10
ওব্রায়েন,10
ছত্তিশগড়ের,10
আইডেন্টিটি,12
রামলীলা,10
ব্যাটন,10
প্রযোজকও,10
সংজ্ঞায়,12
রঞ্জিতা,10
পদার্পণের,11
ক্যাং,12
মৌনতা,12
